id,name,artists,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,duration_ms,time_signature
1mea3bSkSGXuIRvnydlB5b,Viva La Vida,['Coldplay'],pop,0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,audio_features,spotify:track:1mea3bSkSGXuIRvnydlB5b,https://api.spotify.com/v1/tracks/1mea3bSkSGXuIRvnydlB5b,https://api.spotify.com/v1/audio-analysis/1mea3bSkSGXuIRvnydlB5b,242373,4
5IZXB5IKAD2qlvTPJYDCFB,I Had Some Help (Feat. Morgan Wallen),"['Post Malone', 'Morgan Wallen']",pop,0.644,0.874,0,-4.723,1,0.0265,0.0113,0.0,0.227,0.753,128.017,audio_features,spotify:track:5IZXB5IKAD2qlvTPJYDCFB,https://api.spotify.com/v1/tracks/5IZXB5IKAD2qlvTPJYDCFB,https://api.spotify.com/v1/audio-analysis/5IZXB5IKAD2qlvTPJYDCFB,178206,4
5uQ7de4EWjb3rkcFxyEOpu,Belong Together,['Mark Ambor'],pop,0.646,0.668,2,-5.203,1,0.0282,0.491,0.0,0.212,0.64,90.969,audio_features,spotify:track:5uQ7de4EWjb3rkcFxyEOpu,https://api.spotify.com/v1/tracks/5uQ7de4EWjb3rkcFxyEOpu,https://api.spotify.com/v1/audio-analysis/5uQ7de4EWjb3rkcFxyEOpu,148318,4
4Dvkj6JhhA12EX05fT7y2e,As It Was,['Harry Styles'],pop,0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,audio_features,spotify:track:4Dvkj6JhhA12EX05fT7y2e,https://api.spotify.com/v1/tracks/4Dvkj6JhhA12EX05fT7y2e,https://api.spotify.com/v1/audio-analysis/4Dvkj6JhhA12EX05fT7y2e,167303,4
4S4QJfBGGrC8jRIjJHf1Ka,Pain,['PinkPantheress'],pop,0.829,0.617,1,-8.497,1,0.14,0.227,0.00306,0.0618,0.81,125.605,audio_features,spotify:track:4S4QJfBGGrC8jRIjJHf1Ka,https://api.spotify.com/v1/tracks/4S4QJfBGGrC8jRIjJHf1Ka,https://api.spotify.com/v1/audio-analysis/4S4QJfBGGrC8jRIjJHf1Ka,98544,4
7CyPwkp0oE8Ro9Dd5CUDjW,"One Of The Girls (with JENNIE, Lily Rose Depp)","['The Weeknd', 'JENNIE', 'Lily-Rose Depp']",pop,0.264,0.64,8,-6.221,1,0.0442,0.0393,2.31e-06,0.151,0.19,84.828,audio_features,spotify:track:7CyPwkp0oE8Ro9Dd5CUDjW,https://api.spotify.com/v1/tracks/7CyPwkp0oE8Ro9Dd5CUDjW,https://api.spotify.com/v1/audio-analysis/7CyPwkp0oE8Ro9Dd5CUDjW,244685,4
3rUGC1vUpkDG9CZFHMur1t,greedy,['Tate McRae'],pop,0.749,0.729,6,-3.19,0,0.0321,0.261,0.0,0.113,0.816,111.004,audio_features,spotify:track:3rUGC1vUpkDG9CZFHMur1t,https://api.spotify.com/v1/tracks/3rUGC1vUpkDG9CZFHMur1t,https://api.spotify.com/v1/audio-analysis/3rUGC1vUpkDG9CZFHMur1t,131872,1
1Qrg8KqiBpW07V7PNxwwwL,Kill Bill,['SZA'],pop,0.644,0.735,8,-5.747,1,0.0391,0.0521,0.144,0.161,0.418,88.98,audio_features,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,https://api.spotify.com/v1/tracks/1Qrg8KqiBpW07V7PNxwwwL,https://api.spotify.com/v1/audio-analysis/1Qrg8KqiBpW07V7PNxwwwL,153947,4
3U5JVgI2x4rDyHGObzJfNf,Unwritten,['Natasha Bedingfield'],pop,0.706,0.8,5,-6.333,1,0.0399,0.00584,0.0,0.0822,0.629,100.011,audio_features,spotify:track:3U5JVgI2x4rDyHGObzJfNf,https://api.spotify.com/v1/tracks/3U5JVgI2x4rDyHGObzJfNf,https://api.spotify.com/v1/audio-analysis/3U5JVgI2x4rDyHGObzJfNf,259333,4
51ZQ1vr10ffzbwIjDCwqm4,we can't be friends (wait for your love),['Ariana Grande'],pop,0.645,0.646,5,-8.334,1,0.0427,0.0615,3.04e-05,0.074,0.295,115.842,audio_features,spotify:track:51ZQ1vr10ffzbwIjDCwqm4,https://api.spotify.com/v1/tracks/51ZQ1vr10ffzbwIjDCwqm4,https://api.spotify.com/v1/audio-analysis/51ZQ1vr10ffzbwIjDCwqm4,228639,4
43SoxERu5UlXAgt4Es1VQU,Porch Light,['Josh Meloy'],pop,0.647,0.477,6,-8.264,1,0.0356,0.0585,0.0,0.159,0.477,142.034,audio_features,spotify:track:43SoxERu5UlXAgt4Es1VQU,https://api.spotify.com/v1/tracks/43SoxERu5UlXAgt4Es1VQU,https://api.spotify.com/v1/audio-analysis/43SoxERu5UlXAgt4Es1VQU,184949,4
4LKYOetuIF5c9XjeLBL9av,Naked In Manhattan,['Chappell Roan'],pop,0.771,0.704,1,-5.098,1,0.0315,0.0835,0.0,0.0935,0.55,118.01,audio_features,spotify:track:4LKYOetuIF5c9XjeLBL9av,https://api.spotify.com/v1/tracks/4LKYOetuIF5c9XjeLBL9av,https://api.spotify.com/v1/audio-analysis/4LKYOetuIF5c9XjeLBL9av,211058,4
1rNSCrsOoWyhKH4g47mehU,Super Graphic Ultra Modern Girl,['Chappell Roan'],pop,0.646,0.905,1,-4.526,1,0.0695,0.0321,7.93e-06,0.23,0.787,125.891,audio_features,spotify:track:1rNSCrsOoWyhKH4g47mehU,https://api.spotify.com/v1/tracks/1rNSCrsOoWyhKH4g47mehU,https://api.spotify.com/v1/audio-analysis/1rNSCrsOoWyhKH4g47mehU,183888,4
0yc6Gst2xkRu0eMLeRMGCX,Apocalypse,['Cigarettes After Sex'],pop,0.369,0.468,5,-9.013,1,0.0273,0.0205,0.566,0.109,0.18,94.434,audio_features,spotify:track:0yc6Gst2xkRu0eMLeRMGCX,https://api.spotify.com/v1/tracks/0yc6Gst2xkRu0eMLeRMGCX,https://api.spotify.com/v1/audio-analysis/0yc6Gst2xkRu0eMLeRMGCX,290617,4
32lSgbCqRcIOyUSnfuUZEQ,Who,['Jimin'],pop,0.66,0.757,0,-3.743,0,0.0321,0.00289,0.0,0.193,0.838,116.034,audio_features,spotify:track:32lSgbCqRcIOyUSnfuUZEQ,https://api.spotify.com/v1/tracks/32lSgbCqRcIOyUSnfuUZEQ,https://api.spotify.com/v1/audio-analysis/32lSgbCqRcIOyUSnfuUZEQ,170888,4
6Qyc6fS4DsZjB2mRW9DsQs,Iris,['The Goo Goo Dolls'],pop,0.315,0.715,11,-8.072,0,0.0362,0.00125,7.97e-06,0.0942,0.497,155.925,audio_features,spotify:track:6Qyc6fS4DsZjB2mRW9DsQs,https://api.spotify.com/v1/tracks/6Qyc6fS4DsZjB2mRW9DsQs,https://api.spotify.com/v1/audio-analysis/6Qyc6fS4DsZjB2mRW9DsQs,289533,3
6Qyc6fS4DsZjB2mRW9DsQs,Iris,['The Goo Goo Dolls'],pop,0.315,0.715,11,-8.072,0,0.0362,0.00125,7.97e-06,0.0942,0.497,155.925,audio_features,spotify:track:6Qyc6fS4DsZjB2mRW9DsQs,https://api.spotify.com/v1/tracks/6Qyc6fS4DsZjB2mRW9DsQs,https://api.spotify.com/v1/audio-analysis/6Qyc6fS4DsZjB2mRW9DsQs,289533,3
4rlQza35DE4Prh5yonxnCs,After Midnight,['Chappell Roan'],pop,0.708,0.891,0,-3.826,1,0.0777,0.0248,0.0,0.0578,0.84,110.058,audio_features,spotify:track:4rlQza35DE4Prh5yonxnCs,https://api.spotify.com/v1/tracks/4rlQza35DE4Prh5yonxnCs,https://api.spotify.com/v1/audio-analysis/4rlQza35DE4Prh5yonxnCs,204857,4
6GG73Jik4jUlQCkKg9JuGO,The Middle,['Jimmy Eat World'],pop,0.643,0.849,2,-5.428,1,0.0526,0.0371,0.0,0.058,0.903,162.152,audio_features,spotify:track:6GG73Jik4jUlQCkKg9JuGO,https://api.spotify.com/v1/tracks/6GG73Jik4jUlQCkKg9JuGO,https://api.spotify.com/v1/audio-analysis/6GG73Jik4jUlQCkKg9JuGO,165853,4
6GG73Jik4jUlQCkKg9JuGO,The Middle,['Jimmy Eat World'],pop,0.643,0.849,2,-5.428,1,0.0526,0.0371,0.0,0.058,0.903,162.152,audio_features,spotify:track:6GG73Jik4jUlQCkKg9JuGO,https://api.spotify.com/v1/tracks/6GG73Jik4jUlQCkKg9JuGO,https://api.spotify.com/v1/audio-analysis/6GG73Jik4jUlQCkKg9JuGO,165853,4
0y5Ex8oQ8zCH5TQxHUy1Eo,you look like you love me (feat. Riley Green),"['Ella Langley', 'Riley Green']",pop,0.663,0.675,11,-5.851,1,0.0321,0.353,0.0,0.21,0.455,128.942,audio_features,spotify:track:0y5Ex8oQ8zCH5TQxHUy1Eo,https://api.spotify.com/v1/tracks/0y5Ex8oQ8zCH5TQxHUy1Eo,https://api.spotify.com/v1/audio-analysis/0y5Ex8oQ8zCH5TQxHUy1Eo,224280,4
3hUxzQpSfdDqwM3ZTFQY0K,august,['Taylor Swift'],pop,0.532,0.623,5,-9.208,1,0.0331,0.538,7.28e-05,0.0925,0.403,89.937,audio_features,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,https://api.spotify.com/v1/tracks/3hUxzQpSfdDqwM3ZTFQY0K,https://api.spotify.com/v1/audio-analysis/3hUxzQpSfdDqwM3ZTFQY0K,261923,4
0wXThIDxO3YRJCpPgnmbkw,Where It Ends,['Bailey Zimmerman'],pop,0.431,0.837,9,-5.067,1,0.0432,0.259,0.0,0.0879,0.648,170.041,audio_features,spotify:track:0wXThIDxO3YRJCpPgnmbkw,https://api.spotify.com/v1/tracks/0wXThIDxO3YRJCpPgnmbkw,https://api.spotify.com/v1/audio-analysis/0wXThIDxO3YRJCpPgnmbkw,179294,4
5wPnPIZS8wr4lPNLz4qvHK,Who,['Jimin'],pop,0.66,0.757,0,-3.743,0,0.0321,0.00289,0.0,0.193,0.838,116.034,audio_features,spotify:track:5wPnPIZS8wr4lPNLz4qvHK,https://api.spotify.com/v1/tracks/5wPnPIZS8wr4lPNLz4qvHK,https://api.spotify.com/v1/audio-analysis/5wPnPIZS8wr4lPNLz4qvHK,170888,4
4E63weMCaNZuGPEFMnuEi8,exes,['Tate McRae'],pop,0.821,0.575,5,-6.57,0,0.0589,0.173,0.000242,0.114,0.611,136.962,audio_features,spotify:track:4E63weMCaNZuGPEFMnuEi8,https://api.spotify.com/v1/tracks/4E63weMCaNZuGPEFMnuEi8,https://api.spotify.com/v1/audio-analysis/4E63weMCaNZuGPEFMnuEi8,159401,4
1yqdD2ScjkqvaNBUzPQ4vR,Who,['Jimin'],pop,0.66,0.757,0,-3.743,0,0.0321,0.00289,0.0,0.193,0.838,116.034,audio_features,spotify:track:1yqdD2ScjkqvaNBUzPQ4vR,https://api.spotify.com/v1/tracks/1yqdD2ScjkqvaNBUzPQ4vR,https://api.spotify.com/v1/audio-analysis/1yqdD2ScjkqvaNBUzPQ4vR,170888,4
5rb9QrpfcKFHM1EUbSIurX,Yeah! (feat. Lil Jon & Ludacris),"['USHER', 'Lil Jon', 'Ludacris']",pop,0.894,0.791,2,-4.699,1,0.112,0.0183,0.0,0.0388,0.583,105.018,audio_features,spotify:track:5rb9QrpfcKFHM1EUbSIurX,https://api.spotify.com/v1/tracks/5rb9QrpfcKFHM1EUbSIurX,https://api.spotify.com/v1/audio-analysis/5rb9QrpfcKFHM1EUbSIurX,250373,4
5rb9QrpfcKFHM1EUbSIurX,Yeah! (feat. Lil Jon & Ludacris),"['USHER', 'Lil Jon', 'Ludacris']",pop,0.894,0.791,2,-4.699,1,0.112,0.0183,0.0,0.0388,0.583,105.018,audio_features,spotify:track:5rb9QrpfcKFHM1EUbSIurX,https://api.spotify.com/v1/tracks/5rb9QrpfcKFHM1EUbSIurX,https://api.spotify.com/v1/audio-analysis/5rb9QrpfcKFHM1EUbSIurX,250373,4
2fXwCWkh6YG5zU1IyvQrbs,Broken Clocks,['SZA'],pop,0.692,0.684,6,-7.364,1,0.155,0.131,0.0,0.156,0.406,112.912,audio_features,spotify:track:2fXwCWkh6YG5zU1IyvQrbs,https://api.spotify.com/v1/tracks/2fXwCWkh6YG5zU1IyvQrbs,https://api.spotify.com/v1/audio-analysis/2fXwCWkh6YG5zU1IyvQrbs,231253,4
72kGuWpRiuA149Bn5lDkIO,We Ride,['Bryan Martin'],pop,0.62,0.706,3,-4.176,1,0.0251,0.0755,7.78e-06,0.185,0.591,81.989,audio_features,spotify:track:72kGuWpRiuA149Bn5lDkIO,https://api.spotify.com/v1/tracks/72kGuWpRiuA149Bn5lDkIO,https://api.spotify.com/v1/audio-analysis/72kGuWpRiuA149Bn5lDkIO,188483,4
0gEyKnHvgkrkBM6fbeHdwK,Linger,['The Cranberries'],pop,0.439,0.434,7,-14.918,1,0.0265,0.0783,5.18e-05,0.14,0.204,94.843,audio_features,spotify:track:0gEyKnHvgkrkBM6fbeHdwK,https://api.spotify.com/v1/tracks/0gEyKnHvgkrkBM6fbeHdwK,https://api.spotify.com/v1/audio-analysis/0gEyKnHvgkrkBM6fbeHdwK,274707,4
0gEyKnHvgkrkBM6fbeHdwK,Linger,['The Cranberries'],pop,0.439,0.434,7,-14.918,1,0.0265,0.0783,5.18e-05,0.14,0.204,94.843,audio_features,spotify:track:0gEyKnHvgkrkBM6fbeHdwK,https://api.spotify.com/v1/tracks/0gEyKnHvgkrkBM6fbeHdwK,https://api.spotify.com/v1/audio-analysis/0gEyKnHvgkrkBM6fbeHdwK,274707,4
3azJifCSqg9fRij2yKIbWz,The Color Violet,['Tory Lanez'],pop,0.645,0.534,6,-10.8,0,0.0479,0.157,0.0,0.0863,0.463,105.02,audio_features,spotify:track:3azJifCSqg9fRij2yKIbWz,https://api.spotify.com/v1/tracks/3azJifCSqg9fRij2yKIbWz,https://api.spotify.com/v1/audio-analysis/3azJifCSqg9fRij2yKIbWz,226467,4
3azJifCSqg9fRij2yKIbWz,The Color Violet,['Tory Lanez'],pop,0.645,0.534,6,-10.8,0,0.0479,0.157,0.0,0.0863,0.463,105.02,audio_features,spotify:track:3azJifCSqg9fRij2yKIbWz,https://api.spotify.com/v1/tracks/3azJifCSqg9fRij2yKIbWz,https://api.spotify.com/v1/audio-analysis/3azJifCSqg9fRij2yKIbWz,226467,4
4VQO1UdVIecQqB49PlANHz,It's Up (feat. Young Thug & 21 Savage),"['Drake', 'Young Thug', '21 Savage']",pop,0.782,0.719,1,-4.863,1,0.115,0.0311,0.0,0.157,0.304,139.941,audio_features,spotify:track:4VQO1UdVIecQqB49PlANHz,https://api.spotify.com/v1/tracks/4VQO1UdVIecQqB49PlANHz,https://api.spotify.com/v1/audio-analysis/4VQO1UdVIecQqB49PlANHz,278001,4
4VQO1UdVIecQqB49PlANHz,It's Up (feat. Young Thug & 21 Savage),"['Drake', 'Young Thug', '21 Savage']",pop,0.782,0.719,1,-4.863,1,0.115,0.0311,0.0,0.157,0.304,139.941,audio_features,spotify:track:4VQO1UdVIecQqB49PlANHz,https://api.spotify.com/v1/tracks/4VQO1UdVIecQqB49PlANHz,https://api.spotify.com/v1/audio-analysis/4VQO1UdVIecQqB49PlANHz,278001,4
6fPan2saHdFaIHuTSatORv,L’AMOUR DE MA VIE,['Billie Eilish'],pop,0.467,0.392,9,-9.355,1,0.0908,0.2,0.0174,0.106,0.313,145.104,audio_features,spotify:track:6fPan2saHdFaIHuTSatORv,https://api.spotify.com/v1/tracks/6fPan2saHdFaIHuTSatORv,https://api.spotify.com/v1/audio-analysis/6fPan2saHdFaIHuTSatORv,333987,4
5ZLL6wYXeqg0k35ZkDRfhZ,Pour Me A Drink (Feat. Blake Shelton),"['Post Malone', 'Blake Shelton']",pop,0.577,0.904,11,-3.817,1,0.033,0.0018,0.0,0.308,0.861,119.033,audio_features,spotify:track:5ZLL6wYXeqg0k35ZkDRfhZ,https://api.spotify.com/v1/tracks/5ZLL6wYXeqg0k35ZkDRfhZ,https://api.spotify.com/v1/audio-analysis/5ZLL6wYXeqg0k35ZkDRfhZ,195123,4
3Rfre3qkrhwdZZ7dyznwbN,Lonely Road (with Jelly Roll),"['mgk', 'Jelly Roll']",pop,0.549,0.679,7,-5.501,1,0.0346,0.0103,0.0,0.365,0.235,100.214,audio_features,spotify:track:3Rfre3qkrhwdZZ7dyznwbN,https://api.spotify.com/v1/tracks/3Rfre3qkrhwdZZ7dyznwbN,https://api.spotify.com/v1/audio-analysis/3Rfre3qkrhwdZZ7dyznwbN,189357,4
3Rfre3qkrhwdZZ7dyznwbN,Lonely Road (with Jelly Roll),"['mgk', 'Jelly Roll']",pop,0.549,0.679,7,-5.501,1,0.0346,0.0103,0.0,0.365,0.235,100.214,audio_features,spotify:track:3Rfre3qkrhwdZZ7dyznwbN,https://api.spotify.com/v1/tracks/3Rfre3qkrhwdZZ7dyznwbN,https://api.spotify.com/v1/audio-analysis/3Rfre3qkrhwdZZ7dyznwbN,189357,4
4RvWPyQ5RL0ao9LPZeSouE,Everybody Wants To Rule The World,['Tears For Fears'],pop,0.645,0.795,7,-12.095,1,0.0527,0.347,0.00389,0.104,0.535,112.067,audio_features,spotify:track:4RvWPyQ5RL0ao9LPZeSouE,https://api.spotify.com/v1/tracks/4RvWPyQ5RL0ao9LPZeSouE,https://api.spotify.com/v1/audio-analysis/4RvWPyQ5RL0ao9LPZeSouE,251489,4
4RvWPyQ5RL0ao9LPZeSouE,Everybody Wants To Rule The World,['Tears For Fears'],pop,0.645,0.795,7,-12.095,1,0.0527,0.347,0.00389,0.104,0.535,112.067,audio_features,spotify:track:4RvWPyQ5RL0ao9LPZeSouE,https://api.spotify.com/v1/tracks/4RvWPyQ5RL0ao9LPZeSouE,https://api.spotify.com/v1/audio-analysis/4RvWPyQ5RL0ao9LPZeSouE,251489,4
1aXV8GrmQLvgoFtBPERP7E,Jealous,['Eyedress'],pop,0.474,0.921,9,-10.431,0,0.0457,0.00491,0.85,0.476,0.696,93.01,audio_features,spotify:track:1aXV8GrmQLvgoFtBPERP7E,https://api.spotify.com/v1/tracks/1aXV8GrmQLvgoFtBPERP7E,https://api.spotify.com/v1/audio-analysis/1aXV8GrmQLvgoFtBPERP7E,122339,4
4xhsWYTOGcal8zt0J161CU,Lovin On Me,['Jack Harlow'],pop,0.943,0.558,2,-4.911,1,0.0568,0.0026,2.19e-06,0.0937,0.606,104.983,audio_features,spotify:track:4xhsWYTOGcal8zt0J161CU,https://api.spotify.com/v1/tracks/4xhsWYTOGcal8zt0J161CU,https://api.spotify.com/v1/audio-analysis/4xhsWYTOGcal8zt0J161CU,138411,4
4xhsWYTOGcal8zt0J161CU,Lovin On Me,['Jack Harlow'],pop,0.943,0.558,2,-4.911,1,0.0568,0.0026,2.19e-06,0.0937,0.606,104.983,audio_features,spotify:track:4xhsWYTOGcal8zt0J161CU,https://api.spotify.com/v1/tracks/4xhsWYTOGcal8zt0J161CU,https://api.spotify.com/v1/audio-analysis/4xhsWYTOGcal8zt0J161CU,138411,4
5Q0Nhxo0l2bP3pNjpGJwV1,Party In The U.S.A.,['Miley Cyrus'],pop,0.652,0.698,10,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96.021,audio_features,spotify:track:5Q0Nhxo0l2bP3pNjpGJwV1,https://api.spotify.com/v1/tracks/5Q0Nhxo0l2bP3pNjpGJwV1,https://api.spotify.com/v1/audio-analysis/5Q0Nhxo0l2bP3pNjpGJwV1,202067,4
5h68SoVFGleijCtjEja3xG,365,['Charli xcx'],pop,0.761,0.856,1,-5.121,1,0.109,0.154,0.503,0.16,0.729,127.111,audio_features,spotify:track:5h68SoVFGleijCtjEja3xG,https://api.spotify.com/v1/tracks/5h68SoVFGleijCtjEja3xG,https://api.spotify.com/v1/audio-analysis/5h68SoVFGleijCtjEja3xG,203618,4
4kbj5MwxO1bq9wjT5g9HaA,Shut Up and Dance,['WALK THE MOON'],pop,0.578,0.866,1,-3.804,1,0.0619,0.00701,0.0,0.257,0.619,128.038,audio_features,spotify:track:4kbj5MwxO1bq9wjT5g9HaA,https://api.spotify.com/v1/tracks/4kbj5MwxO1bq9wjT5g9HaA,https://api.spotify.com/v1/audio-analysis/4kbj5MwxO1bq9wjT5g9HaA,199080,4
4kbj5MwxO1bq9wjT5g9HaA,Shut Up and Dance,['WALK THE MOON'],pop,0.578,0.866,1,-3.804,1,0.0619,0.00701,0.0,0.257,0.619,128.038,audio_features,spotify:track:4kbj5MwxO1bq9wjT5g9HaA,https://api.spotify.com/v1/tracks/4kbj5MwxO1bq9wjT5g9HaA,https://api.spotify.com/v1/audio-analysis/4kbj5MwxO1bq9wjT5g9HaA,199080,4
2kE2HFBFkJ0VMw3igxYohz,Wild Ones (feat. Jelly Roll),"['Jessie Murph', 'Jelly Roll']",pop,0.662,0.55,0,-5.816,1,0.0366,0.00354,8.95e-06,0.406,0.308,136.184,audio_features,spotify:track:2kE2HFBFkJ0VMw3igxYohz,https://api.spotify.com/v1/tracks/2kE2HFBFkJ0VMw3igxYohz,https://api.spotify.com/v1/audio-analysis/2kE2HFBFkJ0VMw3igxYohz,141368,4
0KKkJNfGyhkQ5aFogxQAPU,That's What I Like,['Bruno Mars'],pop,0.853,0.56,1,-4.961,1,0.0406,0.013,0.0,0.0944,0.86,134.066,audio_features,spotify:track:0KKkJNfGyhkQ5aFogxQAPU,https://api.spotify.com/v1/tracks/0KKkJNfGyhkQ5aFogxQAPU,https://api.spotify.com/v1/audio-analysis/0KKkJNfGyhkQ5aFogxQAPU,206693,4
2QjOHCTQ1Jl3zawyYOpxh6,Sweater Weather,['The Neighbourhood'],rock,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,audio_features,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,https://api.spotify.com/v1/tracks/2QjOHCTQ1Jl3zawyYOpxh6,https://api.spotify.com/v1/audio-analysis/2QjOHCTQ1Jl3zawyYOpxh6,240400,4
2QjOHCTQ1Jl3zawyYOpxh6,Sweater Weather,['The Neighbourhood'],rock,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,audio_features,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,https://api.spotify.com/v1/tracks/2QjOHCTQ1Jl3zawyYOpxh6,https://api.spotify.com/v1/audio-analysis/2QjOHCTQ1Jl3zawyYOpxh6,240400,4
0AjmK0Eai4zGrLaJwPvrDp,Too Sweet,['Hozier'],rock,0.741,0.62,10,-5.505,1,0.0412,0.0295,0.000809,0.0398,0.934,117.038,audio_features,spotify:track:0AjmK0Eai4zGrLaJwPvrDp,https://api.spotify.com/v1/tracks/0AjmK0Eai4zGrLaJwPvrDp,https://api.spotify.com/v1/audio-analysis/0AjmK0Eai4zGrLaJwPvrDp,251424,4
0AjmK0Eai4zGrLaJwPvrDp,Too Sweet,['Hozier'],rock,0.741,0.62,10,-5.505,1,0.0412,0.0295,0.000809,0.0398,0.934,117.038,audio_features,spotify:track:0AjmK0Eai4zGrLaJwPvrDp,https://api.spotify.com/v1/tracks/0AjmK0Eai4zGrLaJwPvrDp,https://api.spotify.com/v1/audio-analysis/0AjmK0Eai4zGrLaJwPvrDp,251424,4
6me7F0aaZjwDo6RJ5MrfBD,Evergreen,['Richy Mitch & The Coal Miners'],rock,0.555,0.216,3,-11.661,1,0.0721,0.557,0.00416,0.109,0.504,79.109,audio_features,spotify:track:6me7F0aaZjwDo6RJ5MrfBD,https://api.spotify.com/v1/tracks/6me7F0aaZjwDo6RJ5MrfBD,https://api.spotify.com/v1/audio-analysis/6me7F0aaZjwDo6RJ5MrfBD,87000,3
3yrSvpt2l1xhsV9Em88Pul,Brown Eyed Girl,['Van Morrison'],rock,0.491,0.583,7,-10.964,1,0.0376,0.185,0.0,0.406,0.908,150.566,audio_features,spotify:track:3yrSvpt2l1xhsV9Em88Pul,https://api.spotify.com/v1/tracks/3yrSvpt2l1xhsV9Em88Pul,https://api.spotify.com/v1/audio-analysis/3yrSvpt2l1xhsV9Em88Pul,183307,4
003vvx7Niy0yvhvHt4a68B,Mr. Brightside,['The Killers'],rock,0.352,0.911,1,-5.23,1,0.0747,0.00121,0.0,0.0995,0.236,148.033,audio_features,spotify:track:003vvx7Niy0yvhvHt4a68B,https://api.spotify.com/v1/tracks/003vvx7Niy0yvhvHt4a68B,https://api.spotify.com/v1/audio-analysis/003vvx7Niy0yvhvHt4a68B,222973,4
0qRR9d89hIS0MHRkQ0ejxX,Rich Girl,['Daryl Hall & John Oates'],rock,0.573,0.683,5,-6.644,1,0.176,0.461,0.0,0.0935,0.817,169.519,audio_features,spotify:track:0qRR9d89hIS0MHRkQ0ejxX,https://api.spotify.com/v1/tracks/0qRR9d89hIS0MHRkQ0ejxX,https://api.spotify.com/v1/audio-analysis/0qRR9d89hIS0MHRkQ0ejxX,142787,4
4IadxL6BUymXlh8RCJJu7T,Too Sweet,['Hozier'],rock,0.741,0.62,10,-5.505,1,0.0412,0.0295,0.000809,0.0398,0.934,117.038,audio_features,spotify:track:4IadxL6BUymXlh8RCJJu7T,https://api.spotify.com/v1/tracks/4IadxL6BUymXlh8RCJJu7T,https://api.spotify.com/v1/audio-analysis/4IadxL6BUymXlh8RCJJu7T,251424,4
4IadxL6BUymXlh8RCJJu7T,Too Sweet,['Hozier'],rock,0.741,0.62,10,-5.505,1,0.0412,0.0295,0.000809,0.0398,0.934,117.038,audio_features,spotify:track:4IadxL6BUymXlh8RCJJu7T,https://api.spotify.com/v1/tracks/4IadxL6BUymXlh8RCJJu7T,https://api.spotify.com/v1/audio-analysis/4IadxL6BUymXlh8RCJJu7T,251424,4
6WTFHKrnZpwEBLRS10Ylqs,misses,['Dominic Fike'],rock,0.578,0.509,2,-6.229,1,0.0279,0.13,0.734,0.344,0.586,119.945,audio_features,spotify:track:6WTFHKrnZpwEBLRS10Ylqs,https://api.spotify.com/v1/tracks/6WTFHKrnZpwEBLRS10Ylqs,https://api.spotify.com/v1/audio-analysis/6WTFHKrnZpwEBLRS10Ylqs,74379,4
6WTFHKrnZpwEBLRS10Ylqs,misses,['Dominic Fike'],rock,0.578,0.509,2,-6.229,1,0.0279,0.13,0.734,0.344,0.586,119.945,audio_features,spotify:track:6WTFHKrnZpwEBLRS10Ylqs,https://api.spotify.com/v1/tracks/6WTFHKrnZpwEBLRS10Ylqs,https://api.spotify.com/v1/audio-analysis/6WTFHKrnZpwEBLRS10Ylqs,74379,4
0ofHAoxe9vBkTCp2UQIavz,Dreams - 2004 Remaster,['Fleetwood Mac'],rock,0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151,audio_features,spotify:track:0ofHAoxe9vBkTCp2UQIavz,https://api.spotify.com/v1/tracks/0ofHAoxe9vBkTCp2UQIavz,https://api.spotify.com/v1/audio-analysis/0ofHAoxe9vBkTCp2UQIavz,257800,4
2tznHmp70DxMyr2XhWLOW0,Cigarette Daydreams,['Cage The Elephant'],rock,0.636,0.676,2,-3.442,1,0.0263,0.0807,0.0,0.0831,0.273,113.98,audio_features,spotify:track:2tznHmp70DxMyr2XhWLOW0,https://api.spotify.com/v1/tracks/2tznHmp70DxMyr2XhWLOW0,https://api.spotify.com/v1/audio-analysis/2tznHmp70DxMyr2XhWLOW0,208760,4
1CS7Sd1u5tWkstBhpssyjP,Take Me to Church,['Hozier'],rock,0.566,0.664,4,-5.303,0,0.0464,0.634,0.0,0.116,0.437,128.945,audio_features,spotify:track:1CS7Sd1u5tWkstBhpssyjP,https://api.spotify.com/v1/tracks/1CS7Sd1u5tWkstBhpssyjP,https://api.spotify.com/v1/audio-analysis/1CS7Sd1u5tWkstBhpssyjP,241693,4
