chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var
0.40139353,0.094677486,0.24167973,0.0443137,3468.9459357699334,1611738.7187907922,4760.490262619121,621371.4861258324,-120.62894,9946.013,125.79172,982.047,1.0009212,493.2764,1.8960204,125.436325,10.479179,325.6139,18.884924,134.07819,-1.8317311,127.94232,-13.923575,127.88709,-14.641341,76.812004,1.4292426,43.932228,-12.431934,86.83212,-1.3058728,58.87353,-11.217121,54.49891,-1.2764238,57.72833,-11.219347,55.36177,7.5819197,68.89949,-1.5407853,93.50145,11.089932,85.23307,-4.3052325,62.05544,3.80253,60.026978
